,sentence,correct label,predicted label,is correct,is train,
709,could i have the phone number please,request,request,True,True,
710,im looking for a restaurant that serves,inform,inform,True,True,
711,what about chinese type of food,reqalts,reqalts,True,True,
712,gastropub,inform,inform,True,True,
713,how about european food,reqalts,reqalts,True,True,
714,uh any,inform,inform,True,True,
715,thank you good bye,thankyou,thankyou,True,True,
716,indonesian,inform,inform,True,True,
717,right,affirm,affirm,True,True,
718,chinese food,inform,inform,True,True,
719,thank you good bye,thankyou,thankyou,True,True,
720,south part of town,inform,inform,True,True,
721,what is the price range,request,request,True,True,
722,yes can i have a vegetarian restaurant in the east part of town,affirm,affirm,True,True,
723,whats the address,request,request,True,True,
724,thank you goodbye,thankyou,thankyou,True,True,
725,noise,null,null,True,True,
726,can i have the address,request,request,True,True,
727,moderately priced,inform,inform,True,True,
728,yes,affirm,affirm,True,True,
729,and the phone number,request,request,True,True,
730,i want a moderately priced restaurant that serves mediterranean food,inform,inform,True,True,
731,it doesnt matter,inform,inform,True,True,
732,does it serve thai food,confirm,confirm,True,True,
733,thank you good bye,thankyou,thankyou,True,True,
734,what about the post code,request,request,True,True,
735,okay the address,request,request,True,True,
736,thank you good bye,thankyou,thankyou,True,True,
737,good bye,bye,bye,True,True,
738,moderately priced,inform,inform,True,True,
739,thank you good bye,thankyou,thankyou,True,True,
740,thank you good bye,thankyou,thankyou,True,True,
741,it doesnt matter,inform,inform,True,True,
742,thank you goodbye,thankyou,thankyou,True,True,
743,yes fusion,affirm,affirm,True,True,
744,do they serve unusual food,confirm,confirm,True,True,
745,japanese,inform,inform,True,True,
746,thank you good bye,thankyou,thankyou,True,True,
747,im looking for a moderately priced restaurant that serves,inform,inform,True,True,
748,i am looking for sweedish food,inform,inform,True,True,
749,and the area,request,request,True,True,
750,thank you goodbye,thankyou,thankyou,True,True,
751,doesnt matter,inform,inform,True,True,
752,thank you good,thankyou,thankyou,True,True,
753,thank you good bye,thankyou,thankyou,True,True,
754,thank you good bye,thankyou,thankyou,True,True,
755,phone number,request,request,True,True,
756,expensive,inform,inform,True,True,
757,i would like modern european food,inform,inform,True,True,
758,good whats the address,request,request,True,True,
759,i dont care,inform,inform,True,True,
760,polynesian food in the south part of town,inform,inform,True,True,
761,how about korean food,reqalts,reqalts,True,True,
762,phone number,request,request,True,True,
763,you have a shitty system,null,null,True,True,
764,thank you good bye,thankyou,thankyou,True,True,
765,may i get the address,request,request,True,True,
766,north,inform,inform,True,True,
767,modern european food,inform,inform,True,True,
768,what type of food do they serve,request,request,True,True,
769,doesnt matter,inform,inform,True,True,
770,unintelligible,null,null,True,True,
771,spanish,inform,inform,True,True,
772,sil,null,null,True,True,
773,welch food,inform,inform,True,True,
774,south part of town,inform,inform,True,True,
775,restaurant moderate price,inform,inform,True,True,
776,moroccon,inform,inform,True,True,
777,is there anything else,reqalts,reqalts,True,True,
778,uh whats the address,request,request,True,True,
779,what is the phone number,request,request,True,True,
780,unintelligible,null,null,True,True,
781,any area,inform,inform,True,True,
782,address phone number area,request,request,True,True,
783,british food,inform,inform,True,True,
784,thank you good bye,thankyou,thankyou,True,True,
785,chinese,inform,inform,True,True,
786,canapes food,inform,inform,True,True,
787,in the center,inform,inform,True,True,
788,what is the address of the,request,request,True,True,
789,african food,inform,inform,True,True,
790,could i have a restaurant that serves european food,inform,inform,True,True,
791,unintelligible,null,null,True,True,
792,south part of town,inform,inform,True,True,
793,moderate,inform,inform,True,True,
794,breath whats the phone number of the venue,request,request,True,True,
795,unintelligible,null,null,True,True,
796,i dont care,inform,inform,True,True,
797,i want an expensive restaurant,inform,inform,True,True,
798,is there anything else,reqalts,reqalts,True,True,
799,the south,inform,inform,True,True,
800,address,request,request,True,True,
801,phone number,request,request,True,True,
802,how about gastropub food,reqalts,reqalts,True,True,
803,unintelligible,null,null,True,True,
804,yes,affirm,affirm,True,True,
805,and the address,request,request,True,True,
806,im looking for an expensive restaurant that serves mediterranean food,inform,inform,True,True,
807,wrong,deny,deny,True,True,
808,thank you good bye,thankyou,thankyou,True,True,
809,what about thai,reqalts,reqalts,True,True,
810,address,request,request,True,True,
811,thank you good bye,thankyou,thankyou,True,True,
812,i need a restaurant that serves,inform,inform,True,True,
813,could i get their phone number,request,request,True,True,
814,address phone number and area,request,request,True,True,
815,phone number,request,request,True,True,
816,unintelligible,null,null,True,True,
817,thank you good bye,thankyou,thankyou,True,True,
818,okay,null,null,True,True,
819,uh is there anything else,reqalts,reqalts,True,True,
820,how about mediterranean,reqalts,reqalts,True,True,
821,i need a cheap restaurant in the south part of town,inform,inform,True,True,
822,can i have the phone number please,request,request,True,True,
823,how about asian oriental,reqalts,reqalts,True,True,
824,area,request,request,True,True,
825,may i have the address,request,request,True,True,
826,thank you good bye,thankyou,thankyou,True,True,
827,any part of town,inform,inform,True,True,
828,noise,null,null,True,True,
829,what is the phone number,request,request,True,True,
830,and whats the phone number,request,request,True,True,
831,it does not matter,inform,inform,True,True,
832,north part of town,inform,inform,True,True,
833,thank you good bye,thankyou,thankyou,True,True,
834,is there a restaurant in the north part of town that serves indian food,reqalts,reqalts,True,True,
835,noise,null,null,True,True,
836,yes a restaurant in the east of town unintelligible serving canap,affirm,affirm,True,True,
837,spanish,inform,inform,True,True,
838,thank you good bye,thankyou,thankyou,True,True,
839,i would like a restaurant that serves gastropub food,inform,inform,True,True,
840,afghan food,inform,inform,True,True,
841,restaurant north part of town seafood,inform,inform,True,True,
842,um indian food in the north part,inform,inform,True,True,
843,i dont care,inform,inform,True,True,
844,i dont care,inform,inform,True,True,
845,expensive,inform,inform,True,True,
846,and asian,inform,inform,True,True,
847,whats the phone number,request,request,True,True,
848,thank you good bye,thankyou,thankyou,True,True,
849,restaurant south part of town,inform,inform,True,True,
850,i dont care,inform,inform,True,True,
851,european,inform,inform,True,True,
852,i dont care,inform,inform,True,True,
853,thank you good bye,thankyou,thankyou,True,True,
854,is there anything else,reqalts,reqalts,True,True,
855,phone number,request,request,True,True,
856,i dont care,inform,inform,True,True,
857,thank you good bye,thankyou,thankyou,True,True,
858,i dont care,inform,inform,True,True,
859,let me get some world food and i dont care about the price range,inform,inform,True,True,
860,restaurant in the north part of town that serves hungarian food,inform,inform,True,True,
861,what is their address,request,request,True,True,
862,thank you good bye,thankyou,thankyou,True,True,
863,cheap,inform,inform,True,True,
864,british food,inform,inform,True,True,
865,thank you good bye,thankyou,thankyou,True,True,
866,and the phone number,request,request,True,True,
867,i want to find a moderately priced restaurant and it should be in the,inform,inform,True,True,
868,and the address noise,request,request,True,True,
869,european food,inform,inform,True,True,
870,and what kind of food do they have,request,request,True,True,
871,im searching for a chinese restaurant,inform,inform,True,True,
872,yes,affirm,affirm,True,True,
873,unintelligible,null,null,True,True,
874,im looking for a moderately priced restaurant in the north part of town,inform,inform,True,True,
875,thank you good bye,thankyou,thankyou,True,True,
876,turkish restaurant,inform,inform,True,True,
877,thank you,thankyou,thankyou,True,True,
878,food,inform,inform,True,True,
879,what about the north part of town,reqalts,reqalts,True,True,
880,yes,affirm,affirm,True,True,
881,thank you good bye,thankyou,thankyou,True,True,
882,restaurant south part of town christmas food,inform,inform,True,True,
883,yes,affirm,affirm,True,True,
884,im looking for a cheap restaurant in the south part of town,inform,inform,True,True,
885,thai food,inform,inform,True,True,
886,what about thai food,reqalts,reqalts,True,True,
887,noise i am looking for a moderately priced restaurant unintelligible,inform,inform,True,True,
888,ye,affirm,affirm,True,True,
889,dont care,inform,inform,True,True,
890,yes,affirm,affirm,True,True,
891,dont care,inform,inform,True,True,
892,food,inform,inform,True,True,
893,cheap,inform,inform,True,True,
894,whats the phone number,request,request,True,True,
895,dont care,inform,inform,True,True,
896,thank you good bye,thankyou,thankyou,True,True,
